t	x	F(x)	F_approx	Error
0.66	-7.4719999999999995	-0.1215361999989343	-0.12153717486368497	9.748647506746533e-07
0.67	-7.464	-0.12129853368568162	-0.12129946500550513	9.313198235105791e-07
0.68	-7.4559999999999995	-0.12105310430767616	-0.12105399291918587	8.886115097084257e-07
0.6900000000000001	-7.448	-0.12079992757231442	-0.12080077433287245	8.467605580320114e-07
0.7000000000000001	-7.4399999999999995	-0.12053901968282096	-0.12053982546799727	8.057851763054735e-07
0.71	-7.432	-0.12027039733721175	-0.12027116303837058	7.65701158839116e-07
0.72	-7.424	-0.1199940777272251	-0.11999480424923473	7.265220096225322e-07
0.73	-7.416	-0.11971007853722188	-0.11971076679628317	6.882590612988793e-07
0.74	-7.408	-0.11941841794305322	-0.1194190688646426	6.509215893790721e-07
0.75	-7.4	-0.11911911461089754	-0.11911972912781994	6.145169224036628e-07
0.76	-7.3919999999999995	-0.118812187696066	-0.11881276674661383	5.79050547830362e-07
0.77	-7.384	-0.11849765684177645	-0.11849820136799055	5.445262141051677e-07
0.78	-7.3759999999999994	-0.11817554217789607	-0.11817605312392507	5.109460290003698e-07
0.79	-7.368	-0.11784586431965355	-0.11784634263020721	4.783105536643184e-07
0.8	-7.359999999999999	-0.11750864436631912	-0.11750909098521284	4.466188937152227e-07
0.81	-7.352	-0.11716390389985487	-0.1171643197686409	4.1586878603283584e-07
0.8200000000000001	-7.343999999999999	-0.1168116649835328	-0.11681205104021603	3.860566832186718e-07
0.8300000000000001	-7.336	-0.1164519501605235	-0.11645230733835676	3.5717783326838504e-07
0.84	-7.328	-0.1160847824524527	-0.11608511167881018	3.2922635748167117e-07
0.85	-7.32	-0.11571018535792853	-0.1157104875532527	3.021953241671982e-07
0.86	-7.312	-0.11532818285103712	-0.1153284589278572	2.76076820085458e-07
0.87	-7.304	-0.11493879937980843	-0.11493905024182703	2.508620186025823e-07
0.88	-7.296	-0.11454205986465178	-0.11454228640589655	2.2654124476328974e-07
0.89	-7.288	-0.11413798969676084	-0.11413819280079895	2.0310403811563127e-07
0.9	-7.28	-0.1137266147364883	-0.11372679527570119	1.8053921288507802e-07
0.91	-7.272	-0.11330796131169116	-0.11330812014660621	1.588349150538626e-07
0.92	-7.264	-0.11288205621604576	-0.11288219419472321	1.3797867745579673e-07
0.93	-7.256	-0.11244892670733296	-0.11244904466480482	1.1795747185960881e-07
0.9400000000000001	-7.248	-0.11200860050569338	-0.1120086992634534	9.875776002532533e-08
0.9500000000000001	-7.24	-0.11156110579185351	-0.11156118615739431	8.036554080548264e-08
0.96	-7.232	-0.11110647120532241	-0.11110653397171855	6.276639613611579e-08
0.97	-7.224	-0.11064472584255854	-0.11064477178809327	4.59455347379123e-08
0.98	-7.216	-0.11017589925510739	-0.1101759291429412	2.988783381896454e-08
0.99	-7.208	-0.10970002144771043	-0.10970003602558907	1.4577878640342767e-08
1.0	-7.2	-0.10921712287638502	-0.10921712287638502	0.0
1.01	-7.192	-0.10872723444647499	-0.10872722058478539	1.3861689601712968e-08
1.02	-7.184	-0.10823038751067254	-0.10823036048741083	2.7023261711667246e-08
1.03	-7.176	-0.10772661386701185	-0.10772657436607234	3.950093950544353e-08
1.04	-7.168	-0.10721594575683428	-0.10721589444576683	5.131106745048797e-08
1.05	-7.16	-0.10669841586272469	-0.10669835339264287	6.247008181581304e-08
1.06	-7.152	-0.10617405730641953	-0.10617398431193675	7.299448277764409e-08
1.07	-7.144	-0.10564290364668731	-0.105642820745879	8.290080831530044e-08
1.08	-7.136	-0.10510498887718107	-0.10510489667157102	9.220561004996686e-08
1.09	-7.128	-0.10456034742426257	-0.1045602464988334	1.0092542916673164e-07
1.1	-7.12	-0.10400901414479877	-0.10400890506802411	1.0907677465421539e-07
1.11	-7.112	-0.10345102432393125	-0.10345090764782902	1.1667610222421132e-07
1.12	-7.104	-0.1028864136728182	-0.10288628993302269	1.2373979550728276e-07
1.1300000000000001	-7.096	-0.10231521832634871	-0.10231508804220188	1.3028414683202705e-07
1.1400000000000001	-7.088	-0.10173747484082986	-0.1017373385154893	1.363253405578524e-07
1.1500000000000001	-7.08	-0.10115322019164738	-0.1011530783122111	1.418794362828546e-07
1.16	-7.072	-0.10056249177089951	-0.10056234480854484	1.4696235467459573e-07
1.17	-7.064	-0.09996532738500372	-0.09996517579514083	1.5158986288454912e-07
1.18	-7.056	-0.09936176525227669	-0.09936160947471569	1.5577756100337847e-07
1.19	-7.048	-0.09875184400048881	-0.0987516844596182	1.5954087061176292e-07
1.2	-7.04	-0.09813560266439211	-0.09813543976936895	1.6289502316468862e-07
1.21	-7.032	-0.09751308068322191	-0.09751291482817219	1.658550497218858e-07
1.22	-7.024	-0.09688431789817238	-0.09688414946240144	1.6843577094194373e-07
1.23	-7.016	-0.09624935454984701	-0.09624918389805852	1.7065178849196005e-07
1.24	-7.008	-0.09560823127568348	-0.09560805875820635	1.72517477123324e-07
1.25	-7.0	-0.09496098910735266	-0.09496081506037524	1.7404697742751107e-07
1.26	-6.992	-0.09430766946813225	-0.09430749421394359	1.7525418866126685e-07
1.27	-6.984	-0.09364831417025601	-0.09364813801749322	1.7615276279303593e-07
1.28	-6.976	-0.09298296541223812	-0.09298278865613817	1.7675609995104757e-07
1.29	-6.968	-0.09231166577617209	-0.09231148869882917	1.7707734291383392e-07
1.3	-6.96	-0.09163445822500538	-0.09163428109563239	1.7712937298852705e-07
1.31	-6.952	-0.09095138609978994	-0.0909512091749836	1.7692480633324514e-07
1.32	-6.944	-0.09026249311690879	-0.0902623166409173	1.7647599148684634e-07
1.33	-6.936	-0.08956782336527784	-0.08956764757027166	1.7579500617703747e-07
1.34	-6.928	-0.08886742130352393	-0.08886724640986876	1.7489365516931699e-07
1.35	-6.92	-0.08816133175713979	-0.0881611579736712	1.737834685877626e-07
1.36	-6.912	-0.08744959991561553	-0.08744942743991432	1.724757012072642e-07
1.37	-6.904	-0.08673227132954622	-0.08673210034821502	1.7098133120452275e-07
1.3800000000000001	-6.896	-0.08600939190771639	-0.08600922259665697	1.6931105942252778e-07
1.3900000000000001	-6.888	-0.0852810079141621	-0.08528084043885248	1.674753096203574e-07
1.4000000000000001	-6.88	-0.0845471659652105	-0.08454700048098142	1.65484229083801e-07
1.41	-6.872	-0.08380791302649598	-0.08380774967880726	1.6334768872250383e-07
1.42	-6.864	-0.08306329640995416	-0.08306313533467027	1.6107528388875636e-07
1.43	-6.856	-0.08231336377079414	-0.0823132050944583	1.5867633583466212e-07
1.44	-6.848	-0.08155816310444902	-0.08155800694455555	1.5615989347461667e-07
1.45	-6.84	-0.08079774274350385	-0.0807975892087691	1.5353473474533086e-07
1.46	-6.832	-0.08003215135460198	-0.08003200054523361	1.5080936836830983e-07
1.47	-6.824	-0.07926143793533084	-0.07926128994329434	1.4799203650051052e-07
1.48	-6.816	-0.07848565181108637	-0.0784855067203692	1.4509071716295452e-07
1.49	-6.808	-0.07770484263191585	-0.07770470051878903	1.4211312682199662e-07
1.5	-6.8	-0.0769190603693401	-0.07691892130261727	1.3906672283181543e-07
1.51	-6.792	-0.07612835531315551	-0.07612821935444888	1.359587066263046e-07
1.52	-6.784	-0.07533277806821598	-0.07533264527218858	1.327960273966866e-07
1.53	-6.776	-0.07453237955119378	-0.07453224996580882	1.295853849642148e-07
1.54	-6.768	-0.07372721098732064	-0.0737270846540878	1.2633323284716447e-07
1.55	-6.76	-0.07291732390710963	-0.07291720086132727	1.2304578235478036e-07
1.56	-6.752	-0.07210277014305763	-0.07210265041405123	1.1972900640366824e-07
1.57	-6.744	-0.07128360182632767	-0.07128348543768456	1.1638864311214192e-07
1.58	-6.736	-0.07045987138341227	-0.07045975835321296	1.1303019931130365e-07
1.59	-6.728	-0.06963163153277838	-0.06963152187382358	1.0965895479164711e-07
1.6	-6.72	-0.06879893528149394	-0.06879882900152695	1.0627996699374975e-07
1.61	-6.712	-0.067961835921835	-0.06796173302376048	1.0289807451935307e-07
1.62	-6.704	-0.06712038702787464	-0.06712028750997368	9.951790096163204e-08
1.6300000000000001	-6.696	-0.0662746424520547	-0.066274546308195	9.614385969303196e-08
1.6400000000000001	-6.688	-0.06542465632173951	-0.06542456354158108	9.278015843106058e-08
1.6500000000000001	-6.68	-0.06457048303575148	-0.0645703936049483	8.943080317957985e-08
1.6600000000000001	-6.672	-0.0637121772608892	-0.06371209116128676	8.609960243377568e-08
1.67	-6.664	-0.06284979392842904	-0.06284971113825759	8.27901714545165e-08
1.68	-6.656	-0.06198338823061017	-0.061983308724672476	7.950593769456837e-08
1.69	-6.648	-0.06111301561710168	-0.061112939366957254	7.625014442763645e-08
1.7	-6.64	-0.06023873179145356	-0.06023865876559873	7.30258548284346e-08
1.71	-6.632	-0.05936059270753204	-0.05936052287157502	6.983595701726131e-08
1.72	-6.624	-0.05847865456593893	-0.05847858788277031	6.668316862579182e-08
1.73	-6.616	-0.05759297381041448	-0.05759291024037344	6.357004103674235e-08
1.74	-6.608	-0.05670360712422452	-0.056703546625261225	6.049896329740623e-08
1.75	-6.6	-0.0558106114265332	-0.05581055395436628	5.747216692136847e-08
1.76	-6.592	-0.054914043868760566	-0.05491398937702987	5.449173069715929e-08
1.77	-6.584	-0.05401396183092448	-0.05401391027133981	5.155958467117916e-08
1.78	-6.576	-0.05311042291796795	-0.05311037424045399	4.8677513957151586e-08
1.79	-6.568	-0.05220348495607278	-0.05220343910890915	4.584716362804331e-08
1.8	-6.56	-0.05129320598895917	-0.051293162918916065	4.307004310838414e-08
1.81	-6.552	-0.05037964427417052	-0.050379603926640246	4.0347530275153254e-08
1.82	-6.544	-0.04946285827934454	-0.04946282059846948	3.7680875059065144e-08
1.83	-6.536	-0.04854290667847176	-0.04854287160726774	3.507120402423958e-08
1.84	-6.528	-0.047619848348140835	-0.047619815828615915	3.2519524920116005e-08
1.85	-6.52	-0.04669374236377004	-0.04669371233703986	3.002673017865609e-08
1.86	-6.512	-0.045764647995826066	-0.04576462040222535	2.759360071685757e-08
1.87	-6.504	-0.04483262470603111	-0.04483259948522101	2.5220810100090585e-08
1.8800000000000001	-6.4959999999999996	-0.04389773214355781	-0.04389770923462896	2.290892885115081e-08
1.8900000000000001	-6.4879999999999995	-0.042960030141211254	-0.04296000948278323	2.065842802378981e-08
1.9000000000000001	-6.4799999999999995	-0.04201957871159932	-0.04201956024191696	1.8469682359911754e-08
1.9100000000000001	-6.4719999999999995	-0.04107643804329229	-0.041076421700317736	1.6342974556993184e-08
1.92	-6.464	-0.04013066849697143	-0.040130654218472	1.4278499431419345e-08
1.93	-6.4559999999999995	-0.03918233060156446	-0.0391823183251982	1.2276366256891436e-08
1.94	-6.448	-0.038231485050373396	-0.03823147471376974	1.033660365634681e-08
1.95	-6.4399999999999995	-0.03727819269718856	-0.037278184238026923	8.45916163505489e-09
1.96	-6.432	-0.036322514552395574	-0.03632250790847902	6.643916555804097e-09
1.97	-6.4239999999999995	-0.03536451177906908	-0.035364506888396326	4.890672755664127e-09
1.98	-6.416	-0.03440424568906	-0.034404242489892364	3.1991676391340818e-09
1.99	-6.4079999999999995	-0.0334417777390699	-0.03344177616999692	1.569072982654518e-09
2.0	-6.4	-0.03247716952671948	-0.032477169526719474	6.938893903907228e-18
2.0100000000000002	-6.3919999999999995	-0.031510482786604656	-0.031510484295104155	1.5084994989256195e-09
2.02	-6.384	-0.030541779386347254	-0.03054178234327563	2.9569283757635567e-09
2.0300000000000002	-6.3759999999999994	-0.029571121322633818	-0.029571125668476576	4.345842758574081e-09
2.04	-6.368	-0.028598570717249538	-0.028598576393097305	5.675847767477871e-09
2.05	-6.36	-0.02762418981310076	-0.027624196760696898	6.947596137285572e-09
2.06	-6.352	-0.026648040970233197	-0.02664804913201709	8.161783891097452e-09
2.07	-6.344	-0.025670186661839386	-0.02567019598098878	9.319149393144377e-09
2.08	-6.336	-0.02469068947026107	-0.0246906998907308	1.0420469730154647e-08
2.09	-6.328	-0.0237096120829844	-0.02370962354954255	1.146655815090214e-08
2.1	-6.32	-0.022727017288627496	-0.022727029746889078	1.2458261582082297e-08
2.11	-6.312	-0.021742967972921592	-0.021742981369380847	1.339645925441113e-08
2.12	-6.304	-0.02075752711468679	-0.020757541396746133	1.428205934420057e-08
2.13	-6.296	-0.019770757781801863	-0.019770772897798713	1.5115996850056934e-08
2.14	-6.288	-0.018782723127167528	-0.01878273902639884	1.5899231313454276e-08
2.15	-6.28	-0.017793486384664207	-0.01779350301740973	1.663274552116123e-08
2.16	-6.272	-0.01680311086510555	-0.016803128182648387	1.73175428372363e-08
2.17	-6.264	-0.01581165995218697	-0.015811677906831783	1.7954644812578913e-08
2.18	-6.256	-0.014819197098428709	-0.01481921564351832	1.8545089611535226e-08
2.19	-6.248	-0.013825785821114423	-0.013825804911045195	1.908993077157084e-08
2.2	-6.24	-0.012831489698226556	-0.012831509288461197	1.9590234641084225e-08
2.21	-6.232	-0.011836372364377809	-0.011836392411456398	2.0047078589172096e-08
2.22	-6.224	-0.010840497506738102	-0.010840517968287448	2.046154934549904e-08
2.23	-6.216	-0.00984392886095818	-0.009843949695700377	2.083474219712056e-08
2.24	-6.208	-0.008846730207090987	-0.008846751374849613	2.116775862578968e-08
2.25	-6.2	-0.00784896536551022	-0.007848986827214952	2.1461704731093323e-08
2.2600000000000002	-6.192	-0.006850698192825389	-0.00685071991051514	2.1717689750733182e-08
2.27	-6.184	-0.005851992577794584	-0.005852014514620203	2.193682561903859e-08
2.2800000000000002	-6.176	-0.004852912437236054	-0.004852934557460772	2.212022471789754e-08
2.29	-6.168	-0.003853521711937998	-0.0038535439809365335	2.226899853538175e-08
2.3000000000000003	-6.16	-0.0028538843625659327	-0.002853906746822426	2.2384256493507282e-08
2.31	-6.152	-0.0018540643655687867	-0.0018540868326744088	2.246710562210652e-08
2.32	-6.144	-0.000854125709084875	-0.0008541482277334712	2.2518648596205407e-08
2.33	-6.136	0.0001458676111528771	0.0001458450711705334	2.2539982343691006e-08
2.34	-6.128	0.0011458515959130828	0.0011458290637153387	2.2532197744120144e-08
2.35	-6.12	0.0021457622465622665	0.002145739750183748	2.2496378518713223e-08
2.36	-6.112	0.003145535569160311	0.0031455131355598892	2.243360042175624e-08
2.37	-6.104	0.004145107578555603	0.004145085233626144	2.2344929458822937e-08
2.38	-6.096	0.005144414302480506	0.005144392071058681	2.2231421824975284e-08
2.39	-6.088	0.006143391785646006	0.006143369691522712	2.2094123294791324e-08
2.4	-6.08	0.007141976093834387	0.007141954159766219	2.193406816765331e-08
2.41	-6.072	0.008140103317990552	0.008140081565712486	2.175227806558433e-08
2.42	-6.064	0.009137709578312626	0.009137688028550896	2.1549761730285666e-08
2.43	-6.056	0.010134731028340687	0.010134709700825998	2.132751468833516e-08
2.44	-6.048	0.011131103859042469	0.011131082772523901	2.108651856770616e-08
2.45	-6.04	0.012126764302896682	0.012126743475157093	2.0827739588558103e-08
2.46	-6.032	0.013121648637974546	0.013121628085845546	2.0552129000386832e-08
2.47	-6.024	0.01411569319201843	0.014115672931395809	2.0260622620588142e-08
2.48	-6.016	0.015108834346516388	0.01510881439237605	1.9954140338326876e-08
2.49	-6.008	0.016101008540773308	0.016100988907188453	1.9633584855127673e-08
2.5	-6.0	0.0170921522759792	0.017092132976137073	1.929984212722946e-08
2.5100000000000002	-5.991999999999999	0.018082202119273756	0.01808218316549243	1.8953781325686814e-08
2.52	-5.984	0.019071094707804503	0.019071076111551098	1.8596253405223084e-08
2.5300000000000002	-5.975999999999999	0.020058766752783758	0.020058748524691687	1.822809207047138e-08
2.54	-5.968	0.021045155043537326	0.021045137193425024	1.785011230145961e-08
2.5500000000000003	-5.959999999999999	0.022030196451551725	0.02203017898844039	1.7463111335463966e-08
2.56	-5.952	0.023013827934512628	0.02301381086664536	1.7067867268821812e-08
2.57	-5.944	0.023995986540341314	0.023995969875201053	1.666514026082977e-08
2.58	-5.936	0.02497660941122181	0.024976593155551126	1.625567068452849e-08
2.59	-5.928	0.02595563378762532	0.025955617947444554	1.5840180767751066e-08
2.6	-5.92	0.026932997012326144	0.02693298159295265	1.5419373493308353e-08
2.61	-5.912	0.027908636534411287	0.02790862154047878	1.499393250531389e-08
2.62	-5.904	0.02888248991328414	0.02888247534876207	1.4564522071019992e-08
2.63	-5.896	0.02985449482266108	0.029854480690873198	1.4131787882259994e-08
2.64	-5.888	0.030824589054559898	0.03082457535820364	1.369635625747545e-08
2.65	-5.88	0.03179271052328066	0.03179269726444657	1.3258834086204985e-08
2.66	-5.872	0.0327587972693796	0.03275878444957061	1.2819808992148296e-08
2.67	-5.864	0.033722787463634954	0.033722775083784975	1.2379849978483293e-08
2.68	-5.856	0.03468461941100354	0.034684607471496494	1.193950704275748e-08
2.69	-5.848	0.0356442315545688	0.035644220055258	1.149931080218769e-08
2.7	-5.84	0.0366015624794809	0.03660155141970784	1.1059773055710487e-08
2.71	-5.832	0.03755655091688762	0.03755654029550024	1.0621387380727043e-08
2.72	-5.824	0.038509135747855146	0.03850912556322642	1.01846287237084e-08
2.73	-5.816	0.03945925600727923	0.03945924625732597	9.749953261417588e-09
2.74	-5.808	0.04040685088778737	0.04040684156998849	9.317798879693306e-09
2.75	-5.8	0.04135185974363087	0.04135185085504498	8.888585888155998e-09
2.7600000000000002	-5.792	0.04229422209456572	0.04229421363184918	8.462716541424165e-09
2.77	-5.784	0.043233877629722924	0.043233869589147655	8.040575268097871e-09
2.7800000000000002	-5.776	0.044170766211468745	0.04417075858893996	7.62252878871994e-09
2.79	-5.768	0.04510482787925395	0.04510482067032679	7.208927156610034e-09
2.8000000000000003	-5.76	0.046036002853450844	0.04603599605334752	6.80010332765324e-09
2.81	-5.752	0.046964231539178704	0.04696422514280559	6.3963731117278044e-09
2.82	-5.744	0.047889454530118274	0.04788944853208249	5.998035783327804e-09
2.83	-5.736	0.04881161261231415	0.04881160700693939	5.60537475463585e-09
2.84	-5.728	0.04973064676796403	0.04973064154930648	5.2186575477675134e-09
2.85	-5.72	0.05064649817919546	0.05064649334106009	4.838135371498797e-09
2.86	-5.712	0.05155910823183051	0.051559103767786336	4.46404417597801e-09
2.87	-5.704	0.05246841851913754	0.05246841442253255	4.096604992731567e-09
2.88	-5.696	0.053374370845568724	0.05337436710954463	3.73602409425855e-09
2.89	-5.688	0.0542769072304842	0.05427690384799145	3.382492751169419e-09
2.9	-5.68	0.05517596991186321	0.05517596687567528	3.0361879260754066e-09
2.91	-5.672	0.05607150135000122	0.05607149865272815	2.6972730715613125e-09
2.92	-5.664	0.056963444231192054	0.05696344186529419	2.365897866507538e-09
2.93	-5.656	0.05785174147139557	0.05785173942919724	2.042198327112388e-09
2.94	-5.648	0.05873633621989141	0.05873633449359398	1.7262974313925206e-09
2.95	-5.64	0.0596171718629178	0.05961717044461206	1.4183057436834012e-09
2.96	-5.632	0.06049419202729445	0.06049419090897293	1.1183215187227091e-09
2.97	-5.624	0.061367340584029983	0.06136733975759958	8.264304032779002e-10
2.98	-5.616	0.06223656165191463	0.06223656110920822	5.427064075913535e-10
2.99	-5.608	0.06310179960109691	0.06310179933388457	2.6721233559179325e-10
3.0	-5.6	0.06396299905664363	0.06396299905664365	2.7755575615628914e-17
3.0100000000000002	-5.592	0.06482010490208337	0.06482010516097353	2.588901593103543e-10
3.02	-5.584	0.0656730622829344	0.06567306279236244	5.094280414175145e-10
3.0300000000000002	-5.576	0.06652181661021568	0.06652181736180902	7.515933431179178e-10
3.04	-5.568	0.06736631356394017	0.06736631454931587	9.853756977040717e-10
3.0500000000000003	-5.56	0.06820649909659088	0.06820650030736553	1.2107746472089786e-09
3.06	-5.552	0.06904231943658032	0.06904232086437913	1.4277988097388672e-09
3.0700000000000003	-5.544	0.06987372109169222	0.0698737227281577	1.636465477017346e-09
3.08	-5.536	0.07070065085250461	0.07070065268930517	1.836800558874252e-09
3.09	-5.5280000000000005	0.0715230557957947	0.07152305782463325	2.0288385554900756e-09
3.1	-5.52	0.07234088328792719	0.0723408855005488	2.2126216137063892e-09
3.11	-5.5120000000000005	0.07315408098822138	0.07315408337642114	2.38819976294824e-09
3.12	-5.504	0.07396259685230236	0.07396259940793241	2.5556300548013056e-09
3.13	-5.496	0.07476637913543048	0.0747663818504075	2.7149770209788926e-09
3.14	-5.4879999999999995	0.0755653763958143	0.07556537926212588	2.866311576976699e-09
3.15	-5.48	0.07635953749790154	0.07635954050761304	3.0097114939175995e-09
3.16	-5.4719999999999995	0.0771488116156531	0.0771488147609133	3.145260205061895e-09
3.17	-5.464	0.07793314823579447	0.07793315150884206	3.2730475829634287e-09
3.18	-5.4559999999999995	0.07871249716105005	0.07871250055421848	3.393168426790716e-09
3.19	-5.448	0.07948680851335431	0.0794868120190779	3.505723586427756e-09
3.2	-5.4399999999999995	0.0802560327370453	0.08025603634786363	3.610818324895071e-09
3.21	-5.432	0.08102012060203498	0.08102012431059818	3.708563206528126e-09
3.22	-5.4239999999999995	0.08177902320696108	0.0817790270060338	3.7990727230763355e-09
3.23	-5.416	0.08253269198231564	0.08253269586478179	3.8824661541259076e-09
3.24	-5.4079999999999995	0.08328107869355457	0.08328108265242083	3.95886626258779e-09
3.25	-5.4	0.08402413544418351	0.08402413947258355	4.028400044098213e-09
3.2600000000000002	-5.3919999999999995	0.08476181467882436	0.08476181877002176	4.091197394751056e-09
3.27	-5.384	0.08549406918625757	0.08549407333364956	4.147391985398485e-09
3.2800000000000002	-5.3759999999999994	0.08622085210244494	0.08622085629956497	4.197120026527834e-09
3.29	-5.368	0.08694211691352757	0.08694212115404838	4.2405208094953295e-09
3.3000000000000003	-5.359999999999999	0.08765781745880409	0.0876578217365399	4.277735804469884e-09
3.31	-5.352	0.08836790793368356	0.08836791224259279	4.308909229422397e-09
3.3200000000000003	-5.343999999999999	0.08907234289261827	0.08907234722680507	4.334186801124851e-09
3.33	-5.336	0.08977107725201099	0.08977108160572773	4.35371674822882e-09
3.34	-5.327999999999999	0.09046406629310154	0.09046407066074968	4.367648145930936e-09
3.35	-5.32	0.09115126566482751	0.09115127004096008	4.376132567429636e-09
3.36	-5.311999999999999	0.09183263138666398	0.09183263576598556	4.379321585923357e-09
3.37	-5.304	0.09250811985143702	0.09250812422880604	4.377369022812161e-09
3.38	-5.295999999999999	0.09317768782811575	0.09317769219854424	4.370428491329292e-09
3.39	-5.288	0.09384129246457792	0.09384129682323315	4.3586552284091695e-09
3.4	-5.279999999999999	0.0944988912903536	0.09449889563255764	4.342204040774789e-09
3.41	-5.272	0.09515044221934212	0.09515044654057307	4.321230956394473e-09
3.42	-5.263999999999999	0.09579590355250668	0.09579590784839795	4.295891267713792e-09
3.43	-5.256	0.096435233980542	0.09643523824688316	4.266341155356734e-09
3.44	-5.247999999999999	0.0970683925865192	0.09706839681925504	4.232735842379931e-09
3.45	-5.24	0.09769533884850333	0.09769534304373398	4.195230648984527e-09
3.46	-5.231999999999999	0.0983160326421479	0.09831603679612819	4.153980284749004e-09
3.47	-5.224	0.0989304342432617	0.09893043835240074	4.1091390429182084e-09
3.48	-5.215999999999999	0.09953850433035225	0.09953850839121213	4.060859884469359e-09
3.49	-5.208	0.10014020398714125	0.10014020799643708	4.009295825890824e-09
3.5	-5.199999999999999	0.10073549470505634	0.10073549865965419	3.954597843636165e-09
3.5100000000000002	-5.192	0.10132433838569448	0.10132434228261109	3.8969166088476115e-09
3.52	-5.183999999999999	0.10190669734326137	0.10190670117966215	3.8364007803881606e-09
3.5300000000000002	-5.176	0.10248253430698223	0.10248253808018068	3.7731984481315095e-09
3.54	-5.167999999999999	0.1030518124234882	0.10305181613094372	3.7074555231386697e-09
3.5500000000000003	-5.16	0.10361449525917389	0.10361449889849071	3.6393168201254156e-09
3.56	-5.151999999999999	0.10417054680253013	0.10417055037145515	3.5689250166281994e-09
3.5700000000000003	-5.144	0.10471993146644767	0.1047199349628693	3.4964216244492974e-09
3.58	-5.135999999999999	0.10526261409049582	0.10526261751244127	3.4219454492223633e-09
3.59	-5.128	0.10579855994317162	0.10579856328880587	3.3456342418691776e-09
3.6	-5.119999999999999	0.10632773472412367	0.10632773799174669	3.2676230193873224e-09
3.61	-5.112	0.10685010456634639	0.10685010775439144	3.188045050173116e-09
3.62	-5.103999999999999	0.1073656360383484	0.1073656391453797	3.1070312989101012e-09
3.63	-5.096	0.10787429614629122	0.1078742991710018	3.0247105792247098e-09
3.64	-5.087999999999999	0.10837605233610181	0.10837605527731102	2.9412092067415685e-09
3.65	-5.08	0.10887087249555508	0.10887087535220638	2.8566513043948305e-09
3.66	-5.071999999999999	0.1093587249563299	0.10935872772748836	2.771158469361268e-09
3.67	-5.064	0.10983957849603511	0.10983958118088494	2.684849828571423e-09
3.68	-5.055999999999999	0.1103134023402085	0.11031340493805038	2.5978418721761543e-09
3.69	-5.048	0.1107801661642856	0.11078016867453451	2.510248911513635e-09
3.7	-5.039999999999999	0.11123984009554115	0.11123984251772337	2.4221822186865083e-09
3.71	-5.032	0.11169239471500028	0.11169239704875081	2.333750526162248e-09
3.72	-5.023999999999999	0.112137801059322	0.11213780330438182	2.245059818606343e-09
3.73	-5.016	0.1125760306226521	0.11257603277886588	2.156213776971505e-09
3.74	-5.007999999999999	0.11300705535844834	0.11300705742576116	2.0673128209303115e-09
3.75	-5.0	0.11343084768127452	0.1134308496597295	1.978454969298049e-09
3.7600000000000002	-4.991999999999999	0.11384738046856685	0.11384738235830205	1.8897352016544744e-09
3.77	-4.984	0.11425662706236892	0.11425662886361496	1.8012460412109021e-09
3.7800000000000002	-4.975999999999999	0.1146585612710386	0.11465856298411531	1.7130767082651488e-09
3.79	-4.968	0.11505315737092354	0.11505315899623775	1.6253142026689815e-09
3.8000000000000003	-4.959999999999999	0.11544039010800825	0.11544039164605044	1.5380421936050936e-09
3.81	-4.952	0.1158202346995295	0.11582023615087138	1.4513418800099487e-09
3.8200000000000003	-4.943999999999999	0.1161926668355633	0.11619266820085461	1.3652913105621778e-09
3.83	-4.936	0.11655766268057989	0.11655766396054593	1.2799660359386067e-09
3.84	-4.928	0.11691519887496984	0.11691520007040847	1.1954386230916825e-09
